CodigoFactura,TipoFactura,Sucursal,Cliente,Producto,Precio,Cantidad,FechaHora,MedioPago,Empleado,DetallesPago
618-83-4184,B,SJ2,20011422,Burger de pavo y espinacas,1.95,4,2023-09-14 07:47:45,Billetera Electronica,2178,15fc6672c3a85b201dcdae3cfecb3d150a7f0d4f4f710a1776321c9c4c2dce60
287-86-4646,C,RM2,21849755,Champú infantil Kids Deliplus,1.75,8,2024-03-06 13:37:55,Tarjeta de credito,2571,5595-8530-1086-8401
287-86-4646,C,RM2,21849755,Mortadela veggie con aceitunas Noel,2.49,5,2024-03-06 13:37:55,Tarjeta de credito,2571,5595-8530-1086-8401
287-86-4646,C,RM2,21849755,Melocotón amarillo,0.64,5,2024-03-06 13:37:55,Tarjeta de credito,2571,5595-8530-1086-8401
287-86-4646,C,RM2,21849755,Pañuelos de papel con loción Bosque Verde,1.1,5,2024-03-06 13:37:55,Tarjeta de credito,2571,5595-8530-1086-8401
895-37-7489,B,MD1,43207860,Queso semicurado Entrepinares,10.72,7,2023-05-13 21:50:45,Billetera Electronica,3676,cb4d7b7296549ef01481e8171d58c6bb338eb723c065a633d50da72614214466
895-37-7489,B,MD1,43207860,Lote hombre Antonio Banderas The secret,13.5,7,2023-05-13 21:50:45,Billetera Electronica,3676,cb4d7b7296549ef01481e8171d58c6bb338eb723c065a633d50da72614214466
438-59-3554,B,SJ1,44191474,Postre de soja Hacendado con frutos silvestres,1.15,9,2024-02-10 01:59:05,Tarjeta de credito,7515,4722-2307-5365-551
498-11-4332,B,HA1,0,Licor sin alcohol mora Pi.omka,1.7,8,2024-12-02 23:27:46,Billetera Electronica,1722,5d3254282636402961f5933100de0127f3500ecf8245c07f451061b67b16a025
498-11-4332,B,HA1,0,Vaselina perfumada para labios Deliplus neutra,1.6,1,2024-12-02 23:27:46,Billetera Electronica,1722,5d3254282636402961f5933100de0127f3500ecf8245c07f451061b67b16a025
498-11-4332,B,HA1,0,Vino tinto D.O. Utiel-Requena Bobal Viñedo antiguo Torre Oria,2.9,5,2024-12-02 23:27:46,Billetera Electronica,1722,5d3254282636402961f5933100de0127f3500ecf8245c07f451061b67b16a025
498-11-4332,B,HA1,0,Desodorante roll-on mineral de alumbre Deonat,2.4,10,2024-12-02 23:27:46,Billetera Electronica,1722,5d3254282636402961f5933100de0127f3500ecf8245c07f451061b67b16a025
498-11-4332,B,HA1,0,Queso Manchego La Pastora,38.0,9,2024-12-02 23:27:46,Billetera Electronica,1722,5d3254282636402961f5933100de0127f3500ecf8245c07f451061b67b16a025
565-45-8975,C,RM1,0,Queso Gouda tierno Holland Corona lonchas,1.7,9,2024-08-21 14:47:57,Billetera Electronica,7357,d8eb1c087c5d37fb7922ea225d53de8484d83310f6c66cbc8afd8c81620a65b1
565-45-8975,C,RM1,0,34in Ultrawide Monitor,379.99,9,2024-08-21 14:47:57,Billetera Electronica,7357,d8eb1c087c5d37fb7922ea225d53de8484d83310f6c66cbc8afd8c81620a65b1
565-45-8975,C,RM1,0,Preparado para salmón ahumado Hacendado,2.0,1,2024-08-21 14:47:57,Billetera Electronica,7357,d8eb1c087c5d37fb7922ea225d53de8484d83310f6c66cbc8afd8c81620a65b1
565-45-8975,C,RM1,0,Atún claro en aceite de oliva Hacendado,3.99,4,2024-08-21 14:47:57,Billetera Electronica,7357,d8eb1c087c5d37fb7922ea225d53de8484d83310f6c66cbc8afd8c81620a65b1
565-45-8975,C,RM1,0,Colorete compacto multicolor Deliplus 04,6.0,9,2024-08-21 14:47:57,Billetera Electronica,7357,d8eb1c087c5d37fb7922ea225d53de8484d83310f6c66cbc8afd8c81620a65b1
765-78-8023,A,MD2,29957032,Bífidus natural azucarado Activia,1.9,8,2023-04-25 13:55:03,Billetera Electronica,2178,1851fbc2dc0429ef9b1b683a24f9d789c0878835623e0ad6753cb7db3ba40573
765-78-8023,A,MD2,29957032,Maíz dulce en mazorca cocido,1.1,4,2023-04-25 13:55:03,Billetera Electronica,2178,1851fbc2dc0429ef9b1b683a24f9d789c0878835623e0ad6753cb7db3ba40573
443-51-7856,A,RM2,0,Galletas Digestive fibra 23% Hacendado,1.4,3,2024-12-15 12:12:20,Efectivo,4674,
443-51-7856,A,RM2,0,Infusión Menta Poleo Hacendado,0.45,7,2024-12-15 12:12:20,Efectivo,4674,
443-51-7856,A,RM2,0,Mini eau de parfum mujer Flor de Mayo Pink Dream,1.5,1,2024-12-15 12:12:20,Efectivo,4674,
443-51-7856,A,RM2,0,Bífidus natural Activia,1.9,5,2024-12-15 12:12:20,Efectivo,4674,
443-51-7856,A,RM2,0,Presa de cerdo ibérico,5.06,9,2024-12-15 12:12:20,Efectivo,4674,
846-34-5133,C,CP1,33402534,Gazpacho suave Hacendado,1.7,3,2023-04-20 07:08:33,Tarjeta de credito,6652,5102-1238-3638-0326
846-34-5133,C,CP1,33402534,Eau de parfum mujer Hortensia H Jardín secreto cyprum,11.0,1,2023-04-20 07:08:33,Tarjeta de credito,6652,5102-1238-3638-0326
846-34-5133,C,CP1,33402534,Yogur natural Hacendado 0% materia grasa 0% sin azúcares,0.77,8,2023-04-20 07:08:33,Tarjeta de credito,6652,5102-1238-3638-0326
624-12-4882,C,SJ1,0,Champú Be Radiant Deliplus cabello apagado,1.95,2,2025-02-25 06:54:02,Billetera Electronica,4148,c71172791429a3b78e4e11eea21c4a7b60e29a8839ed7f47fe5ae261b2edd119
624-12-4882,C,SJ1,0,Máscara de pestañas rock & volume Deliplus negro,3.65,6,2025-02-25 06:54:02,Billetera Electronica,4148,c71172791429a3b78e4e11eea21c4a7b60e29a8839ed7f47fe5ae261b2edd119
479-51-7595,A,RM1,37476545,Anillas de pota Argentina Hacendado congeladas,4.6,6,2024-02-22 11:11:17,Tarjeta de credito,2810,5142-5374-6034-2173
479-51-7595,A,RM1,37476545,Salfumant Bosque Verde,0.75,2,2024-02-22 11:11:17,Tarjeta de credito,2810,5142-5374-6034-2173
479-51-7595,A,RM1,37476545,Pizza pepperoni Hacendado,2.39,2,2024-02-22 11:11:17,Tarjeta de credito,2810,5142-5374-6034-2173
479-51-7595,A,RM1,37476545,Bayeta cristales y espejos Bosque Verde microfibra,0.9,6,2024-02-22 11:11:17,Tarjeta de credito,2810,5142-5374-6034-2173
278-64-8171,A,CP2,0,Gel de higiene íntima hidratante Deliplus,2.3,6,2023-04-11 09:05:39,Tarjeta de credito,1326,5117-0297-5586-1546
547-85-7867,B,CP1,36567571,Confitura de albaricoque Hacendado,1.09,8,2024-02-28 02:33:57,Billetera Electronica,2178,d1a778fea03f4ff7f5f7b605fda1b59da707108a5c18b84026966fa01bdd5931
547-85-7867,B,CP1,36567571,Perejil Hacendado,0.69,3,2024-02-28 02:33:57,Billetera Electronica,2178,d1a778fea03f4ff7f5f7b605fda1b59da707108a5c18b84026966fa01bdd5931
547-85-7867,B,CP1,36567571,Papilla líquida leche y cereales con miel Nestlé Pijama +6 meses,2.0,1,2024-02-28 02:33:57,Billetera Electronica,2178,d1a778fea03f4ff7f5f7b605fda1b59da707108a5c18b84026966fa01bdd5931
547-85-7867,B,CP1,36567571,Pimientos asados en tiras Hacendado,1.98,9,2024-02-28 02:33:57,Billetera Electronica,2178,d1a778fea03f4ff7f5f7b605fda1b59da707108a5c18b84026966fa01bdd5931
547-85-7867,B,CP1,36567571,Cebolla caramelizada Hacendado,1.4,6,2024-02-28 02:33:57,Billetera Electronica,2178,d1a778fea03f4ff7f5f7b605fda1b59da707108a5c18b84026966fa01bdd5931
328-17-9403,B,SJ1,0,Acondicionador suavidad y brillo Deliplus todo tipo de cabello,0.9,9,2024-08-13 23:34:30,Tarjeta de credito,6024,4565-5774-6154-861
328-17-9403,B,SJ1,0,Laca de uñas alto brillo Deliplus 39 dulce fresa,2.5,3,2024-08-13 23:34:30,Tarjeta de credito,6024,4565-5774-6154-861
328-17-9403,B,SJ1,0,Crema corporal Nivea,3.35,10,2024-08-13 23:34:30,Tarjeta de credito,6024,4565-5774-6154-861
328-17-9403,B,SJ1,0,Lechuga corazón romana,1.1,10,2024-08-13 23:34:30,Tarjeta de credito,6024,4565-5774-6154-861
440-87-5736,C,CP1,0,Compresa con alas normal Deliplus Cotton,2.95,1,2024-01-04 07:48:08,Billetera Electronica,1722,11d03570dbf4940dd46c7cb9267c25e14037499ce15f733f779bd96b4cd03564
440-87-5736,C,CP1,0,Plantillas trabajo talla 35-40 Bosque Verde,3.95,2,2024-01-04 07:48:08,Billetera Electronica,1722,11d03570dbf4940dd46c7cb9267c25e14037499ce15f733f779bd96b4cd03564
440-87-5736,C,CP1,0,Brillo de labios Deliplus 07,3.0,7,2024-01-04 07:48:08,Billetera Electronica,1722,11d03570dbf4940dd46c7cb9267c25e14037499ce15f733f779bd96b4cd03564
440-87-5736,C,CP1,0,Pizza atún y bacón Hacendado,2.39,6,2024-01-04 07:48:08,Billetera Electronica,1722,11d03570dbf4940dd46c7cb9267c25e14037499ce15f733f779bd96b4cd03564
212-55-7835,A,HA1,41571846,Longaniza roja fresca,1.64,6,2024-02-09 20:16:59,Efectivo,6024,
212-55-7835,A,HA1,41571846,Aroma de vainilla Hacendado,2.1,5,2024-02-09 20:16:59,Efectivo,6024,
212-55-7835,A,HA1,41571846,Chuletas de cordero paletilla,8.33,8,2024-02-09 20:16:59,Efectivo,6024,
212-55-7835,A,HA1,41571846,Lasaña boloñesa familiar Hacendado,3.85,6,2024-02-09 20:16:59,Efectivo,6024,
212-55-7835,A,HA1,41571846,Cerveza reserva,3.96,8,2024-02-09 20:16:59,Efectivo,6024,
269-24-2782,C,RM2,43875210,Coloración permanente sin amoníaco Azalea 6.6 rubio oscuro rojizo,3.5,2,2024-12-29 09:17:31,Billetera Electronica,7515,50f8aa6e8ee5f0b49085f13974ade17be5763e4cf17002ef8ef1cdccaf96602b
269-24-2782,C,RM2,43875210,Picos saladitos Hacendado,1.0,5,2024-12-29 09:17:31,Billetera Electronica,7515,50f8aa6e8ee5f0b49085f13974ade17be5763e4cf17002ef8ef1cdccaf96602b
329-47-4099,A,SJ1,44974817,Exfoliante corporal con partículas de coco Deliplus,3.8,6,2025-01-06 13:15:50,Billetera Electronica,4674,685fe538064ee56a5156c51229570d9d788d0ba5cd424ce37b28d03080f603fa
329-47-4099,A,SJ1,44974817,Contramuslos de pollo marinados con piel,3.39,8,2025-01-06 13:15:50,Billetera Electronica,4674,685fe538064ee56a5156c51229570d9d788d0ba5cd424ce37b28d03080f603fa
329-47-4099,A,SJ1,44974817,Pizza jamón y queso sin gluten y sin lactosa Hacendado,2.99,4,2025-01-06 13:15:50,Billetera Electronica,4674,685fe538064ee56a5156c51229570d9d788d0ba5cd424ce37b28d03080f603fa
329-47-4099,A,SJ1,44974817,Filetes de panga ultracongelados,4.7,9,2025-01-06 13:15:50,Billetera Electronica,4674,685fe538064ee56a5156c51229570d9d788d0ba5cd424ce37b28d03080f603fa
982-85-5000,C,CP2,43324739,Bebida láctea + proteínas sabor chocolate Hacendado,1.2,2,2024-03-08 18:26:29,Billetera Electronica,4674,3a0685904ab5121e792b216a2977dcf12552d93a4d122d03493e19a9d0bf3573
982-85-5000,C,CP2,43324739,Pizza barbacoa familiar Hacendado,2.99,8,2024-03-08 18:26:29,Billetera Electronica,4674,3a0685904ab5121e792b216a2977dcf12552d93a4d122d03493e19a9d0bf3573
982-85-5000,C,CP2,43324739,Patatas fritas sabor chili y lima El Valle ligeramente picantes,0.9,7,2024-03-08 18:26:29,Billetera Electronica,4674,3a0685904ab5121e792b216a2977dcf12552d93a4d122d03493e19a9d0bf3573
982-85-5000,C,CP2,43324739,Crocanrol de queso curado Hacendado ultracongelado,2.0,4,2024-03-08 18:26:29,Billetera Electronica,4674,3a0685904ab5121e792b216a2977dcf12552d93a4d122d03493e19a9d0bf3573
982-85-5000,C,CP2,43324739,Vino tinto D.O Rioja Comportillo cosecha,2.3,9,2024-03-08 18:26:29,Billetera Electronica,4674,3a0685904ab5121e792b216a2977dcf12552d93a4d122d03493e19a9d0bf3573
449-71-6673,C,RM2,20546586,Difusor ambientador eléctrico Bosque Verde,1.4,4,2024-08-22 16:22:42,Tarjeta de credito,1362,4939-5063-9247-307
449-71-6673,C,RM2,20546586,Ambientador varitas Bosque Verde frambuesa,2.2,10,2024-08-22 16:22:42,Tarjeta de credito,1362,4939-5063-9247-307
449-71-6673,C,RM2,20546586,Pomelo,0.81,3,2024-08-22 16:22:42,Tarjeta de credito,1362,4939-5063-9247-307
449-71-6673,C,RM2,20546586,Desodorante roll-on mineral de alumbre Deonat,2.4,2,2024-08-22 16:22:42,Tarjeta de credito,1362,4939-5063-9247-307
271-99-7248,C,LD1,25645587,Caldo para fideuá o arroz negro Hacendado con sofrito,1.95,9,2023-07-02 20:00:57,Tarjeta de credito,6216,5123-7782-8552-4870
271-99-7248,C,LD1,25645587,Bolsa de basura Bosque Verde 30L cubo mediano,1.45,7,2023-07-02 20:00:57,Tarjeta de credito,6216,5123-7782-8552-4870
721-33-8732,B,MD2,44593786,Pajaritas vegetales Hacendado,0.69,10,2023-07-12 13:25:32,Billetera Electronica,2895,418379f86e5d4704f5637f413e47700568efb1140da610d3395dac3ee2cee6af
721-33-8732,B,MD2,44593786,Zamburiñas en salsa de vieira Hacendado,1.63,8,2023-07-12 13:25:32,Billetera Electronica,2895,418379f86e5d4704f5637f413e47700568efb1140da610d3395dac3ee2cee6af
330-99-9332,C,MD1,0,Penne Armando,0.95,8,2023-10-13 18:04:31,Efectivo,6326,
734-40-9636,A,MD2,45249810,Jamón de pavo Hacendado,2.2,5,2024-12-18 01:22:36,Efectivo,1362,
418-13-7182,C,RM1,34663232,Coleteros infantiles varios colores Deliplus,1.95,3,2023-08-14 12:19:50,Billetera Electronica,2644,b71e72a41af5a0c702e28ed8196f9d5bb1bad2dc5163eb5caca19d2bbf41bd23
418-13-7182,C,RM1,34663232,"Coloración permanente Deliplus 8,5.1 rubio claro ceniza",3.9,3,2023-08-14 12:19:50,Billetera Electronica,2644,b71e72a41af5a0c702e28ed8196f9d5bb1bad2dc5163eb5caca19d2bbf41bd23
418-13-7182,C,RM1,34663232,Foie gras entero de pato Hacendado,6.27,1,2023-08-14 12:19:50,Billetera Electronica,2644,b71e72a41af5a0c702e28ed8196f9d5bb1bad2dc5163eb5caca19d2bbf41bd23
781-81-1392,B,CP2,38468296,Queso El Caserio lonchas,1.83,7,2023-04-30 14:57:08,Tarjeta de credito,1722,4547-9377-6141-847
781-81-1392,B,CP2,38468296,Lote neceser Gorjuss Santoro,8.95,1,2023-04-30 14:57:08,Tarjeta de credito,1722,4547-9377-6141-847
781-81-1392,B,CP2,38468296,"Crema facial día 24K Gold progress Deliplus protectora FPS 10 rostro, cuello y escote",5.0,7,2023-04-30 14:57:08,Tarjeta de credito,1722,4547-9377-6141-847
781-81-1392,B,CP2,38468296,Aguardiente de orujo Puente Pazos,6.55,6,2023-04-30 14:57:08,Tarjeta de credito,1722,4547-9377-6141-847
852-58-4794,C,CP2,35742546,Patatas fritas sabor huevo frito Hacendado,0.9,6,2024-05-17 15:36:38,Billetera Electronica,9443,94006de969b2e97c579ebfee44f5865fa77e6954887320b9688e1d620d02da01
852-58-4794,C,CP2,35742546,Magdalena al chocolate Hacendado,0.19,10,2024-05-17 15:36:38,Billetera Electronica,9443,94006de969b2e97c579ebfee44f5865fa77e6954887320b9688e1d620d02da01
852-58-4794,C,CP2,35742546,Pizza margarita Hacendado,1.85,3,2024-05-17 15:36:38,Billetera Electronica,9443,94006de969b2e97c579ebfee44f5865fa77e6954887320b9688e1d620d02da01
852-58-4794,C,CP2,35742546,Bebida Bahamas Hacendado,0.95,6,2024-05-17 15:36:38,Billetera Electronica,9443,94006de969b2e97c579ebfee44f5865fa77e6954887320b9688e1d620d02da01
852-58-4794,C,CP2,35742546,Caramelo líquido Hacendado,1.45,9,2024-05-17 15:36:38,Billetera Electronica,9443,94006de969b2e97c579ebfee44f5865fa77e6954887320b9688e1d620d02da01
118-61-9996,A,MD1,0,Lote hombre Ikiru,9.5,8,2023-09-30 19:27:21,Billetera Electronica,6314,85229812379e75eba0726bd2d78a0df70b0339eed8a30a3488aab9873b831546
118-61-9996,A,MD1,0,Eau de toilette mujer Simply flowers Azahar,4.5,6,2023-09-30 19:27:21,Billetera Electronica,6314,85229812379e75eba0726bd2d78a0df70b0339eed8a30a3488aab9873b831546
118-61-9996,A,MD1,0,Pintalabios Bom Bom creamy Deliplus 03,4.5,1,2023-09-30 19:27:21,Billetera Electronica,6314,85229812379e75eba0726bd2d78a0df70b0339eed8a30a3488aab9873b831546
624-16-5863,C,SJ2,0,Caramelos surtidos 5 sabores Dolis,1.92,10,2023-05-05 02:20:28,Efectivo,4315,
624-16-5863,C,SJ2,0,Chupete látex anatómico +0 a 6 meses Deliplus,2.0,4,2023-05-05 02:20:28,Efectivo,4315,
624-16-5863,C,SJ2,0,Ensalada de pasta,2.4,8,2023-05-05 02:20:28,Efectivo,4315,
624-16-5863,C,SJ2,0,Ambientador spray Bosque Verde Mistery,0.95,3,2023-05-05 02:20:28,Efectivo,4315,
624-16-5863,C,SJ2,0,Hígados y corazones de pollo,1.44,3,2023-05-05 02:20:28,Efectivo,4315,
685-20-7139,B,HA1,22982424,Sazonador al horno y microondas pescado a las finas hierbas Hacendado,0.95,10,2024-12-16 07:25:07,Billetera Electronica,6024,77de546b6a127298f734a260df63595a7c98b2c9e90de6c108db30278ddcb836
685-20-7139,B,HA1,22982424,Eau de toilette hombre Como tú Triunfo,7.0,3,2024-12-16 07:25:07,Billetera Electronica,6024,77de546b6a127298f734a260df63595a7c98b2c9e90de6c108db30278ddcb836
685-20-7139,B,HA1,22982424,Sombra de ojos larga duración Deliplus 04 verde,3.0,2,2024-12-16 07:25:07,Billetera Electronica,6024,77de546b6a127298f734a260df63595a7c98b2c9e90de6c108db30278ddcb836
685-20-7139,B,HA1,22982424,Vino blanco verdejo D.O Rueda Abadía Mantrús,2.2,8,2024-12-16 07:25:07,Billetera Electronica,6024,77de546b6a127298f734a260df63595a7c98b2c9e90de6c108db30278ddcb836
685-20-7139,B,HA1,22982424,Arroz bomba Hacendado,2.65,6,2024-12-16 07:25:07,Billetera Electronica,6024,77de546b6a127298f734a260df63595a7c98b2c9e90de6c108db30278ddcb836
322-12-2711,A,RM2,20302003,Café en cápsula espresso Tassimo,4.52,7,2023-07-30 07:07:58,Efectivo,1722,
228-28-3912,A,RM1,0,Paté de anchoa y salmón Hacendado,0.84,3,2023-12-22 00:27:14,Billetera Electronica,6652,8e80e1c5b51367d1ab7ada77e3eb0d2005216e11d8df0e310f0fa53f9d33c0a7
228-28-3912,A,RM1,0,Preparado lácteo con cereales crecimiento Peques 3 Puleva,8.7,6,2023-12-22 00:27:14,Billetera Electronica,6652,8e80e1c5b51367d1ab7ada77e3eb0d2005216e11d8df0e310f0fa53f9d33c0a7
228-28-3912,A,RM1,0,Acondicionador Liss Frizz Control Deliplus cabello rebelde,1.4,3,2023-12-22 00:27:14,Billetera Electronica,6652,8e80e1c5b51367d1ab7ada77e3eb0d2005216e11d8df0e310f0fa53f9d33c0a7
228-28-3912,A,RM1,0,Postre lácteo infantil de fresa Yogolino +8 meses,2.25,9,2023-12-22 00:27:14,Billetera Electronica,6652,8e80e1c5b51367d1ab7ada77e3eb0d2005216e11d8df0e310f0fa53f9d33c0a7
937-57-7318,C,SJ2,0,Néctar de melocotón La Verja,1.19,6,2024-03-11 09:41:03,Billetera Electronica,7127,3552372a248a3730395e69a206fc9b8b9d3bb7aab65a0356f520b146363a6a90
937-57-7318,C,SJ2,0,Oreja de cerdo cocida adobada Rogusa,3.57,6,2024-03-11 09:41:03,Billetera Electronica,7127,3552372a248a3730395e69a206fc9b8b9d3bb7aab65a0356f520b146363a6a90
689-30-5139,A,LD1,37738937,Ambientador coche Bosque Verde exótico,1.85,5,2025-01-07 19:26:20,Tarjeta de credito,1693,4382-3021-0068-550
437-46-4995,C,CP2,33696742,Tetina silicona papillas espesas +4 meses Deliplus,3.0,3,2023-07-13 10:41:53,Billetera Electronica,4674,dd8919087d96202d80e76350cf680e4060de1c4d75d52557a52a714422f526a6
437-46-4995,C,CP2,33696742,Paté chino,24.0,6,2023-07-13 10:41:53,Billetera Electronica,4674,dd8919087d96202d80e76350cf680e4060de1c4d75d52557a52a714422f526a6
437-46-4995,C,CP2,33696742,Hueso blanco de cerdo salado,1.89,9,2023-07-13 10:41:53,Billetera Electronica,4674,dd8919087d96202d80e76350cf680e4060de1c4d75d52557a52a714422f526a6
437-46-4995,C,CP2,33696742,Comino molido Hacendado,0.63,1,2023-07-13 10:41:53,Billetera Electronica,4674,dd8919087d96202d80e76350cf680e4060de1c4d75d52557a52a714422f526a6
437-46-4995,C,CP2,33696742,Sérum Be Radiant 10 en 1 Deliplus cabello apagado,4.05,2,2023-07-13 10:41:53,Billetera Electronica,4674,dd8919087d96202d80e76350cf680e4060de1c4d75d52557a52a714422f526a6
972-65-2530,B,HA1,45028655,Yogur natural azucarado Hacendado,1.44,4,2024-10-21 05:08:49,Efectivo,2895,
201-51-1400,B,MD1,43324739,Pan de molde sin gluten blanco Hacendado,2.63,5,2024-11-14 08:29:10,Efectivo,5399,
201-51-1400,B,MD1,43324739,Caldo casero de pollo Gallina Blanca,1.8,7,2024-11-14 08:29:10,Efectivo,5399,
201-51-1400,B,MD1,43324739,Picos Hacendado,0.45,9,2024-11-14 08:29:10,Efectivo,5399,
375-52-2918,C,MD2,45249810,Arroz integral redondo Hacendado,1.49,8,2024-09-14 12:55:21,Tarjeta de credito,9502,4641-3361-6945-994
579-63-4312,A,SJ1,45299332,Barritas de barquillo Tokke original,1.0,2,2024-10-31 01:45:43,Tarjeta de credito,6356,4091-1873-8799-309
579-63-4312,A,SJ1,45299332,Agua de colonia Heno de Pravia Original,3.0,7,2024-10-31 01:45:43,Tarjeta de credito,6356,4091-1873-8799-309
579-63-4312,A,SJ1,45299332,Toallitas limpiagafas Bosque Verde monodosis,1.6,3,2024-10-31 01:45:43,Tarjeta de credito,6356,4091-1873-8799-309
579-63-4312,A,SJ1,45299332,Batata,1.01,10,2024-10-31 01:45:43,Tarjeta de credito,6356,4091-1873-8799-309
579-63-4312,A,SJ1,45299332,Perfilador de labios larga duración Deliplus 01 canela,2.2,8,2024-10-31 01:45:43,Tarjeta de credito,6356,4091-1873-8799-309
989-51-2251,C,RM2,31911615,Hueso blanco de cerdo salado,1.89,8,2023-06-18 13:53:06,Efectivo,4674,
989-51-2251,C,RM2,31911615,Cepillo cabello esqueleto Deliplus,1.5,3,2023-06-18 13:53:06,Efectivo,4674,
989-51-2251,C,RM2,31911615,Café soluble descafeinado Hacendado,2.49,10,2023-06-18 13:53:06,Efectivo,4674,
369-40-1627,C,MD2,24089270,Lote hombre Sesgo,10.5,10,2024-10-27 13:29:44,Billetera Electronica,6319,b23f14f5498d3d18038a0e630cac24fd64765fdae8058aa9a9c947eb8c3bac6c
369-40-1627,C,MD2,24089270,Postre lácteo infantil de plátano Yogolino +6 meses,2.25,3,2024-10-27 13:29:44,Billetera Electronica,6319,b23f14f5498d3d18038a0e630cac24fd64765fdae8058aa9a9c947eb8c3bac6c
585-20-4586,B,CP1,34944357,Petit de bolsillo de fresa Hacendado,1.45,10,2023-07-04 16:03:47,Tarjeta de credito,6026,4607-8105-6643-587
585-20-4586,B,CP1,34944357,Vino rosado afrutado espumoso PeÃ±ascal,3.15,4,2023-07-04 16:03:47,Tarjeta de credito,6026,4607-8105-6643-587
585-20-4586,B,CP1,34944357,Pincel maquillaje Deliplus,6.0,7,2023-07-04 16:03:47,Tarjeta de credito,6026,4607-8105-6643-587
669-96-7806,A,RM1,0,Polvo compacto de sol Deliplus,7.0,9,2024-06-05 11:09:06,Billetera Electronica,7515,c893852a8f1278b3e08de2bd179e1f45477b57d5efd9c9ec0298bd910f3b1cce
669-96-7806,A,RM1,0,Albóndigas de bacalao Camós congeladas,1.5,5,2024-06-05 11:09:06,Billetera Electronica,7515,c893852a8f1278b3e08de2bd179e1f45477b57d5efd9c9ec0298bd910f3b1cce
669-96-7806,A,RM1,0,Crema facial hidratante equilibrante Deliplus piel normal a grasa,2.5,4,2024-06-05 11:09:06,Billetera Electronica,7515,c893852a8f1278b3e08de2bd179e1f45477b57d5efd9c9ec0298bd910f3b1cce
669-96-7806,A,RM1,0,"Comida perro sénior light Compy con pollo, arroz y cebada",5.0,6,2024-06-05 11:09:06,Billetera Electronica,7515,c893852a8f1278b3e08de2bd179e1f45477b57d5efd9c9ec0298bd910f3b1cce
319-36-7386,B,MD2,36086522,Cocktail rodeo Hacendado,1.75,2,2024-01-12 09:31:05,Tarjeta de credito,2644,5171-6747-1794-4951
319-36-7386,B,MD2,36086522,Eau de toilette hombre Criterio Ego,9.0,2,2024-01-12 09:31:05,Tarjeta de credito,2644,5171-6747-1794-4951
319-36-7386,B,MD2,36086522,Disquitos Pintarolas de chocolate con leche coloreados,1.19,9,2024-01-12 09:31:05,Tarjeta de credito,2644,5171-6747-1794-4951
397-46-9984,C,SJ1,25320859,Eau de parfum hombre My Soul for him,12.0,1,2023-12-29 21:49:57,Tarjeta de credito,4085,4431-7345-7038-421
397-46-9984,C,SJ1,25320859,Laca de uñas My Soul Deliplus 905 glitter,3.0,5,2023-12-29 21:49:57,Tarjeta de credito,4085,4431-7345-7038-421
137-31-3181,A,SJ1,0,Vino blanco semidulce Diamante D.O Rioja,3.99,7,2024-07-15 17:57:23,Tarjeta de credito,9251,4393-1880-6098-049
137-31-3181,A,SJ1,0,Lejía normal Bosque Verde,1.21,3,2024-07-15 17:57:23,Tarjeta de credito,9251,4393-1880-6098-049
640-50-5237,B,LD1,32013885,Paleta sombras de ojos perladas Deliplus My Soul,4.5,10,2024-05-15 01:13:03,Tarjeta de credito,7960,4490-2046-5710-278
373-67-6461,C,HA1,35661684,Palmeritas Hacendado,0.85,2,2024-09-07 07:58:28,Efectivo,1918,
373-67-6461,C,HA1,35661684,Eau de toilette hombre Playboy King of the game,7.0,5,2024-09-07 07:58:28,Efectivo,1918,
373-67-6461,C,HA1,35661684,Banderillas dulces Hacendado en vinagre,0.99,8,2024-09-07 07:58:28,Efectivo,1918,
373-67-6461,C,HA1,35661684,Barritas de barquillo Meivel rellenas de turrón Viena,1.29,10,2024-09-07 07:58:28,Efectivo,1918,
373-67-6461,C,HA1,35661684,Medios cocos helados Hacendado,2.05,2,2024-09-07 07:58:28,Efectivo,1918,
268-83-4691,A,RM2,0,Garbanzo lechoso Hacendado,2.54,4,2024-11-01 17:39:03,Efectivo,1322,
268-83-4691,A,RM2,0,Cloro rápido granulado Productos QQ para piscina,24.3,4,2024-11-01 17:39:03,Efectivo,1322,
298-64-9016,A,RM2,22200238,Crema de pollo Hacendado con verduras,1.0,8,2024-05-23 00:12:02,Efectivo,1722,
298-64-9016,A,RM2,22200238,Gazpacho andaluz Hacendado,1.7,2,2024-05-23 00:12:02,Efectivo,1722,
298-64-9016,A,RM2,22200238,Huevas cocidas de merluzas Embumar,2.15,10,2024-05-23 00:12:02,Efectivo,1722,
298-64-9016,A,RM2,22200238,Vinagre de Jerez reserva Hacendado,1.25,10,2024-05-23 00:12:02,Efectivo,1722,
118-77-8589,B,RM2,36765530,Lenteja cocida pardina Hacendado,0.68,10,2024-04-14 03:49:52,Billetera Electronica,2571,5904872a1c3d471759935870cd3005c1c19538fe0d6719747687fdbefcb74f66
158-59-4368,C,RM2,0,Té verde con limón Hacendado,1.2,5,2023-04-03 23:21:46,Billetera Electronica,6887,93872e5cd9d807fd56ba486957a390bbf01bf08c41e7b5624e1fc4702c529fb8
158-59-4368,C,RM2,0,Crema catalana Hacendado,1.96,1,2023-04-03 23:21:46,Billetera Electronica,6887,93872e5cd9d807fd56ba486957a390bbf01bf08c41e7b5624e1fc4702c529fb8
